field_1,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,rooms_per_household,bedrooms_per_room,population_per_household,county_name,field_16
"695",-122.11,37.7,"29","1298","306","835","338",2.3274,170400,NEAR BAY,3.84023668639053,0.235747303543914,2.47041420118343,Alameda,
"696",-122.11,37.7,"19","2693","789","1765","724",2.4206,137500,NEAR BAY,3.71961325966851,0.292981804678797,2.4378453038674,Alameda,
"698",-122.11,37.69,"37","2444","651","1562","618",2.6464,155200,NEAR BAY,3.9546925566343,0.266366612111293,2.52750809061489,Alameda,
"699",-122.11,37.69,"42","1472","310","768","309",3.4643,160900,NEAR BAY,4.76375404530744,0.210597826086957,2.48543689320388,Alameda,
"700",-122.12,37.69,"10","2227","560","1140","472",2.3973,167300,NEAR BAY,4.71822033898305,0.251459362370903,2.41525423728814,Alameda,
"701",-122.03,37.69,"20","200","25","83","31",6.5,340000,NEAR BAY,6.45161290322581,0.125,2.67741935483871,Alameda,
"702",-121.97,37.64,"32","1283","194","485","171",6.0574,431000,<1H OCEAN,7.50292397660819,0.151208106001559,2.83625730994152,Alameda,
"703",-122.02,37.63,"6","2445","590","1189","573",3.8958,301100,NEAR BAY,4.26701570680628,0.241308793456033,2.07504363001745,Alameda,
"704",-122.04,37.63,"21","1307","236","586","249",4.7813,241900,NEAR BAY,5.24899598393574,0.180566182096404,2.35341365461847,Alameda,
"705",-122.05,37.63,"5","3785","936","2240","792",3.2829,162500,NEAR BAY,4.7790404040404,0.247291941875826,2.82828282828283,Alameda,
"706",-122.04,37.66,"10","2031","357","867","352",5.3169,299200,NEAR BAY,5.76988636363636,0.175775480059084,2.46306818181818,Alameda,
"707",-122.04,37.65,"10","8299","1326","3827","1288",6.2579,315500,NEAR BAY,6.44332298136646,0.159778286540547,2.97127329192547,Alameda,
"708",-122.05,37.68,"23","7518","1279","3827","1294",5.1701,216800,NEAR BAY,5.80989180834621,0.170125033253525,2.95749613601236,Alameda,
"709",-122.07,37.68,"36","1815","426","1280","431",3.25,218100,NEAR BAY,4.21113689095128,0.234710743801653,2.96983758700696,Alameda,
"710",-122.06,37.68,"30","5367","1207","2667","1047",3.1796,170300,NEAR BAY,5.12607449856733,0.22489286379728,2.54727793696275,Alameda,
"711",-122.08,37.68,"26","1167","370","253","137",2.4196,275000,NEAR BAY,8.51824817518248,0.317052270779777,1.84671532846715,Alameda,
"712",-122.08,37.68,"26","2607","682","1401","607",2.6563,184100,NEAR BAY,4.29489291598023,0.261603375527426,2.30807248764415,Alameda,
"713",-122.08,37.67,"29","493","168","233","152",0.9637,160000,NEAR BAY,3.24342105263158,0.340770791075051,1.53289473684211,Alameda,
"714",-122.09,37.67,"48","1252","305","673","308",2.3357,175000,NEAR BAY,4.06493506493506,0.243610223642173,2.18506493506493,Alameda,
"715",-122.09,37.68,"41","1382","353","704","314",3.5114,197500,NEAR BAY,4.40127388535032,0.255426917510854,2.24203821656051,Alameda,
"716",-122.09,37.69,"43","500","110","273","120",3.3125,150000,NEAR BAY,4.16666666666667,0.22,2.275,Alameda,
"717",-122.09,37.68,"29","2333","538","1120","540",2.4042,205600,NEAR BAY,4.32037037037037,0.23060437205315,2.07407407407407,Alameda,
"718",-122.09,37.68,"41","1834","463","1105","467",2.8322,170300,NEAR BAY,3.9271948608137,0.252453653217012,2.3661670235546,Alameda,
"719",-122.09,37.68,"43","1415","348","569","293",2.5156,190900,NEAR BAY,4.82935153583618,0.245936395759717,1.9419795221843,Alameda,
"720",-122.1,37.68,"37","1352","342","691","324",3.4032,196900,NEAR BAY,4.17283950617284,0.252958579881657,2.13271604938272,Alameda,
"721",-122.1,37.68,"37","2116","503","1109","448",2.535,174000,NEAR BAY,4.72321428571429,0.237712665406427,2.47544642857143,Alameda,
"722",-122.11,37.68,"37","1976","481","1197","465",2.5772,170200,NEAR BAY,4.2494623655914,0.243421052631579,2.5741935483871,Alameda,
"723",-122.1,37.68,"38","1779","413","1061","400",3.0962,180900,NEAR BAY,4.4475,0.232152894884767,2.6525,Alameda,
"724",-122.1,37.67,"34","3659","897","2479","903",2.9564,150500,NEAR BAY,4.05204872646733,0.245148947799945,2.7452934662237,Alameda,
"725",-122.1,37.68,"31","1892","428","1162","389",3.125,167100,NEAR BAY,4.86375321336761,0.226215644820296,2.98714652956298,Alameda,
"726",-122.12,37.68,"35","1958","484","1146","448",2.95,148900,NEAR BAY,4.37053571428571,0.247191011235955,2.55803571428571,Alameda,
"727",-122.12,37.68,"40","1553","253","724","267",4.38,196400,NEAR BAY,5.81647940074906,0.162910495814552,2.71161048689139,Alameda,
"728",-122.12,37.68,"37","2412","394","975","375",4.0417,191100,NEAR BAY,6.432,0.16334991708126,2.6,Alameda,
"729",-122.11,37.67,"36","2110","389","952","370",3.8,187500,NEAR BAY,5.7027027027027,0.18436018957346,2.57297297297297,Alameda,
"730",-122.12,37.68,"45","2179","401","1159","399",3.4839,180600,NEAR BAY,5.46115288220551,0.184029371271225,2.9047619047619,Alameda,
"731",-122.13,37.68,"45","2457","445","1129","422",4.0588,182800,NEAR BAY,5.82227488151659,0.181115181115181,2.67535545023697,Alameda,
"732",-122.13,37.68,"44","2147","399","1175","401",4.1974,179300,NEAR BAY,5.35411471321696,0.185840707964602,2.93017456359102,Alameda,
"733",-122.13,37.68,"43","1676","340","924","328",3.6,179400,NEAR BAY,5.10975609756098,0.202863961813842,2.81707317073171,Alameda,
"742",-122.12,37.67,"33","3429","681","1798","694",3.9395,184700,NEAR BAY,4.94092219020173,0.198600174978128,2.59077809798271,Alameda,
"744",-122.11,37.67,"38","1035","247","599","224",3.0917,167200,NEAR BAY,4.62053571428571,0.238647342995169,2.67410714285714,Alameda,
"745",-122.11,37.67,"32","3028","811","2037","703",3.0645,165400,NEAR BAY,4.3072546230441,0.267833553500661,2.89758179231863,Alameda,
"746",-122.09,37.67,"33","2431","655","1854","603",2.7019,154000,NEAR BAY,4.03150912106136,0.269436445907034,3.07462686567164,Alameda,
"747",-122.09,37.67,"39","2069","500","1408","478",3.1115,153500,NEAR BAY,4.32845188284519,0.241662638956017,2.94560669456067,Alameda,
"748",-122.09,37.66,"40","1340","313","766","271",3.4722,135400,NEAR BAY,4.94464944649446,0.233582089552239,2.82656826568266,Alameda,
"749",-122.09,37.66,"39","1160","259","725","274",2.2222,158300,NEAR BAY,4.23357664233577,0.223275862068966,2.64598540145985,Alameda,
"750",-122.05,37.68,"32","2015","318","1019","340",6.1104,240700,NEAR BAY,5.92647058823529,0.157816377171216,2.99705882352941,Alameda,
"751",-122.06,37.67,"22","3882","816","1830","743",4.2733,180700,NEAR BAY,5.22476446837147,0.210200927357032,2.46298788694482,Alameda,
"752",-122.07,37.67,"27","3239","671","1469","616",3.2465,230600,NEAR BAY,5.25811688311688,0.207162704538438,2.38474025974026,Alameda,
"753",-122.07,37.67,"28","2932","739","1198","624",3.2417,210800,NEAR BAY,4.69871794871795,0.252046384720327,1.91987179487179,Alameda,
"754",-122.07,37.67,"38","2104","409","1039","394",3.875,165300,NEAR BAY,5.34010152284264,0.194391634980989,2.63705583756345,Alameda,
"755",-122.04,37.67,"29","1694","251","690","242",6.0501,254200,NEAR BAY,7,0.148170011806375,2.85123966942149,Alameda,
"756",-122.04,37.67,"18","3000","419","1155","415",6.8233,332600,NEAR BAY,7.2289156626506,0.139666666666667,2.78313253012048,Alameda,
"757",-122.04,37.66,"23","2419","348","1066","384",6.3501,350000,NEAR BAY,6.29947916666667,0.143861099627945,2.77604166666667,Alameda,
"758",-122.07,37.66,"28","2280","610","1255","587",2.6719,161200,NEAR BAY,3.88415672913118,0.267543859649123,2.13798977853492,Alameda,
"759",-122.07,37.66,"21","5031","1168","2461","1042",3.875,179300,NEAR BAY,4.82821497120921,0.232160604253628,2.36180422264875,Alameda,
"760",-122.08,37.66,"33","1547","372","1063","356",2.5625,154300,NEAR BAY,4.34550561797753,0.240465416936005,2.98595505617978,Alameda,
"761",-122.07,37.65,"31","3300","790","2181","740",3.016,161800,NEAR BAY,4.45945945945946,0.239393939393939,2.9472972972973,Alameda,
"762",-122.08,37.65,"17","5018","1439","3069","1299",2.7694,161900,NEAR BAY,3.86297151655119,0.286767636508569,2.36258660508083,Alameda,
"763",-122.08,37.65,"35","1813","393","1093","374",3.6818,165400,NEAR BAY,4.8475935828877,0.21676778819636,2.92245989304813,Alameda,
"764",-122.08,37.66,"37","1997","436","1349","437",2.1382,166600,NEAR BAY,4.56979405034325,0.218327491236855,3.08695652173913,Alameda,
"765",-122.1,37.66,"37","901","191","599","206",3.7303,149700,NEAR BAY,4.37378640776699,0.211986681465039,2.90776699029126,Alameda,
"766",-122.1,37.66,"35","686","142","480","149",3.875,162100,NEAR BAY,4.60402684563758,0.206997084548105,3.22147651006711,Alameda,
"767",-122.1,37.66,"33","1954","464","1293","448",3.0489,152600,NEAR BAY,4.36160714285714,0.237461617195496,2.88616071428571,Alameda,
"768",-122.09,37.65,"27","2630","722","1414","634",2.8203,195200,NEAR BAY,4.14826498422713,0.274524714828897,2.23028391167192,Alameda,
"769",-122.09,37.65,"35","1130","192","543","184",4.3897,190600,NEAR BAY,6.14130434782609,0.169911504424779,2.95108695652174,Alameda,
"770",-122.09,37.65,"35","1184","200","572","194",4.7143,193800,NEAR BAY,6.10309278350515,0.168918918918919,2.94845360824742,Alameda,
"771",-122.1,37.66,"34","656","115","342","112",4.6875,200600,NEAR BAY,5.85714285714286,0.17530487804878,3.05357142857143,Alameda,
"772",-122.11,37.66,"29","2544","643","2332","603",3.2091,150000,NEAR BAY,4.21890547263682,0.252751572327044,3.86733001658375,Alameda,
"773",-122.1,37.66,"36","1305","225","768","234",4.275,185300,NEAR BAY,5.57692307692308,0.172413793103448,3.28205128205128,Alameda,
"774",-122.11,37.66,"36","1755","316","913","299",4.1302,172700,NEAR BAY,5.8695652173913,0.18005698005698,3.05351170568562,Alameda,
"775",-122.11,37.66,"35","2843","652","1726","643",3.09,174100,NEAR BAY,4.42146189735614,0.229335209285966,2.68429237947123,Alameda,
"776",-122.1,37.65,"25","2538","494","1185","501",4.5417,194400,NEAR BAY,5.06586826347305,0.194641449960599,2.36526946107784,Alameda,
"777",-122.1,37.64,"28","1784","311","735","278",4.6635,206700,NEAR BAY,6.41726618705036,0.17432735426009,2.64388489208633,Alameda,
"778",-122.1,37.65,"31","1797","327","796","319",4.4427,204500,NEAR BAY,5.63322884012539,0.181969949916528,2.49529780564263,Alameda,
"779",-122.1,37.65,"36","410","76","252","82",4.5303,175000,NEAR BAY,5,0.185365853658537,3.07317073170732,Alameda,
"781",-122.1,37.63,"18","9963","2031","5613","1946",3.8171,187200,NEAR BAY,5.11973278520041,0.20385426076483,2.88437821171634,Alameda,
"784",-122.11,37.65,"18","4335","808","2041","734",3.4861,331600,NEAR BAY,5.90599455040872,0.18638985005767,2.78065395095368,Alameda,
"785",-122.11,37.64,"31","1487","280","854","301",5.2312,197600,NEAR BAY,4.94019933554817,0.188298587760592,2.83720930232558,Alameda,
"786",-122.11,37.64,"8","3592","849","1907","746",3.6708,197900,NEAR BAY,4.81501340482574,0.236358574610245,2.55630026809651,Alameda,
"788",-122.09,37.63,"34","1457","242","735","249",3.9167,189500,NEAR BAY,5.85140562248996,0.166094715168154,2.95180722891566,Alameda,
"789",-122.09,37.64,"32","1578","284","836","292",3.9063,184200,NEAR BAY,5.4041095890411,0.179974651457541,2.86301369863014,Alameda,
"790",-122.1,37.63,"29","2172","435","1377","408",3.7895,180900,NEAR BAY,5.32352941176471,0.200276243093923,3.375,Alameda,
"791",-122.08,37.64,"36","1340","245","789","248",3.8,172000,NEAR BAY,5.40322580645161,0.182835820895522,3.18145161290323,Alameda,
"792",-122.08,37.64,"36","1116","199","662","226",5.7309,177900,NEAR BAY,4.93805309734513,0.17831541218638,2.92920353982301,Alameda,
"793",-122.09,37.64,"36","1885","307","853","271",4.1141,173100,NEAR BAY,6.95571955719557,0.162864721485411,3.14760147601476,Alameda,
"794",-122.09,37.64,"36","1180","212","664","200",5.2838,172600,NEAR BAY,5.9,0.179661016949153,3.32,Alameda,
"795",-122.08,37.64,"30","5267","1253","4065","1113",3.3479,182100,NEAR BAY,4.73225516621743,0.237896335674957,3.65229110512129,Alameda,
"796",-122.08,37.64,"23","1897","440","1109","418",3.142,179500,NEAR BAY,4.53827751196172,0.231945176594623,2.65311004784689,Alameda,
"797",-122.08,37.63,"31","767","171","548","185",3.7614,176000,NEAR BAY,4.14594594594595,0.222946544980443,2.96216216216216,Alameda,
"798",-122.08,37.63,"33","691","127","431","149",4.25,192600,NEAR BAY,4.63758389261745,0.183791606367583,2.89261744966443,Alameda,
"799",-122.08,37.64,"36","786","133","463","160",3.9338,182700,NEAR BAY,4.9125,0.169211195928753,2.89375,Alameda,
"800",-122.07,37.64,"22","5861","1516","5436","1463",2.5158,134900,NEAR BAY,4.00615174299385,0.25865893192288,3.71565276828435,Alameda,
"801",-122.07,37.63,"27","2784","723","2028","693",2.4808,157600,NEAR BAY,4.01731601731602,0.259698275862069,2.92640692640693,Alameda,
"802",-122.07,37.64,"25","4524","860","2426","862",4.7083,190900,NEAR BAY,5.24825986078886,0.190097259062776,2.81438515081206,Alameda,
"803",-122.06,37.64,"37","1468","304","1038","282",4.1652,158200,NEAR BAY,5.20567375886525,0.20708446866485,3.68085106382979,Alameda,
"804",-122.06,37.64,"20","1655","450","857","430",3.5541,350000,NEAR BAY,3.84883720930233,0.27190332326284,1.99302325581395,Alameda,
"805",-122.06,37.65,"33","1227","286","848","291",3.8036,158200,NEAR BAY,4.21649484536082,0.233088834555827,2.91408934707904,Alameda,
"806",-122.06,37.64,"33","1160","252","729","220",3.8259,146100,NEAR BAY,5.27272727272727,0.217241379310345,3.31363636363636,Alameda,
"807",-122.04,37.63,"33","952","172","369","159",3.2331,226700,NEAR BAY,5.9874213836478,0.180672268907563,2.32075471698113,Alameda,
"808",-122.03,37.62,"35","2072","352","1001","350",4.7109,198700,NEAR BAY,5.92,0.16988416988417,2.86,Alameda,
"809",-122.03,37.62,"32","2964","547","1472","527",4.2468,221200,NEAR BAY,5.62428842504744,0.184547908232119,2.79316888045541,Alameda,
"810",-122.04,37.62,"35","1032","173","453","176",6.396,208500,NEAR BAY,5.86363636363636,0.167635658914729,2.57386363636364,Alameda,
"811",-122.04,37.62,"35","657","118","328","134",3.8125,204200,NEAR BAY,4.90298507462687,0.179604261796043,2.44776119402985,Alameda,
"812",-122.04,37.62,"32","1540","324","793","302",3.2857,193200,NEAR BAY,5.09933774834437,0.21038961038961,2.62582781456954,Alameda,
"813",-122.03,37.62,"35","1298","236","632","204",3.8929,209500,NEAR BAY,6.36274509803922,0.181818181818182,3.09803921568627,Alameda,
"814",-122.03,37.61,"36","1409","271","1002","281",3.7262,164900,NEAR BAY,5.01423487544484,0.192334989354152,3.56583629893238,Alameda,
"815",-122.03,37.61,"37","1383","259","808","241",4.0125,161400,NEAR BAY,5.73858921161826,0.187274041937816,3.35269709543568,Alameda,
"816",-122.04,37.61,"36","1151","216","727","215",4.1719,187000,NEAR BAY,5.35348837209302,0.1876629018245,3.38139534883721,Alameda,
"817",-122.04,37.62,"35","899","179","455","185",4.2857,190400,NEAR BAY,4.85945945945946,0.199110122358176,2.45945945945946,Alameda,
"818",-122.08,37.63,"37","1793","364","1534","346",3.6458,156600,NEAR BAY,5.18208092485549,0.203011712214166,4.43352601156069,Alameda,
"819",-122.08,37.62,"17","2485","518","1139","550",2.6875,157300,NEAR BAY,4.51818181818182,0.208450704225352,2.07090909090909,Alameda,
"820",-122.07,37.63,"35","1931","376","1175","337",3.7292,168100,NEAR BAY,5.7299703264095,0.194717762817193,3.486646884273,Alameda,
"821",-122.07,37.63,"24","2329","465","1401","453",4.5913,177600,NEAR BAY,5.14128035320088,0.199656504937742,3.09271523178808,Alameda,
"822",-122.06,37.63,"12","6711","1374","3388","1289",3.8625,208900,NEAR BAY,5.20636152055857,0.204738489047832,2.62839410395656,Alameda,
"823",-122.06,37.63,"23","1939","356","841","364",3.3611,169200,NEAR BAY,5.32692307692308,0.183599793708097,2.31043956043956,Alameda,
"824",-122.05,37.61,"16","1642","346","705","351",2.8971,163900,NEAR BAY,4.67806267806268,0.210718635809988,2.00854700854701,Alameda,
"825",-122.08,37.63,"34","1619","293","1148","310",4.0326,164700,NEAR BAY,5.22258064516129,0.180975911056208,3.70322580645161,Alameda,
"826",-122.08,37.63,"35","517","108","391","107",4.0682,156900,NEAR BAY,4.83177570093458,0.20889748549323,3.65420560747664,Alameda,
"827",-122.09,37.63,"36","1570","274","992","249",5.3644,168800,NEAR BAY,6.30522088353414,0.174522292993631,3.98393574297189,Alameda,
"828",-122.09,37.63,"35","1213","221","790","243",4.7019,174100,NEAR BAY,4.9917695473251,0.182192910140148,3.25102880658436,Alameda,
"829",-122.08,37.62,"27","1826","309","1016","313",5.64,206500,NEAR BAY,5.83386581469649,0.169222343921139,3.24600638977636,Alameda,
"830",-122.08,37.61,"26","2261","443","1039","395",3.7931,203900,NEAR BAY,5.72405063291139,0.19593100398054,2.63037974683544,Alameda,
"831",-121.99,37.61,"9","3666","711","2341","703",4.6458,217000,<1H OCEAN,5.21479374110953,0.193944353518822,3.33001422475107,Alameda,
"832",-122.02,37.6,"36","1633","345","1382","338",3.694,159600,NEAR BAY,4.83136094674556,0.211267605633803,4.0887573964497,Alameda,
"833",-122.02,37.6,"31","2155","522","1858","437",2.652,159800,NEAR BAY,4.93135011441648,0.242227378190255,4.25171624713959,Alameda,
"834",-122.02,37.6,"32","1295","280","1156","300",3.5,154300,NEAR BAY,4.31666666666667,0.216216216216216,3.85333333333333,Alameda,
"835",-122.02,37.6,"32","1295","295","1097","328",3.2386,149600,NEAR BAY,3.94817073170732,0.227799227799228,3.34451219512195,Alameda,
"836",-122.03,37.61,"33","1518","302","831","268",5.097,188600,NEAR BAY,5.66417910447761,0.198945981554677,3.10074626865672,Alameda,
"837",-122.04,37.6,"17","3314","638","1873","602",4.3875,238500,NEAR BAY,5.50498338870432,0.192516596258298,3.11129568106312,Alameda,
"838",-122.06,37.6,"22","3009","497","1640","514",4.625,235300,NEAR BAY,5.85408560311284,0.165171153207046,3.19066147859922,Alameda,
"839",-122.08,37.61,"6","2605","474","1568","433",5.0406,261400,NEAR BAY,6.0161662817552,0.181957773512476,3.62124711316397,Alameda,
"840",-122.06,37.6,"17","5159","832","3174","817",5.8704,234400,NEAR BAY,6.31456548347613,0.161271564256639,3.88494492044064,Alameda,
"841",-122.06,37.6,"18","1726","276","1186","310",5.3226,231700,NEAR BAY,5.56774193548387,0.159907300115875,3.8258064516129,Alameda,
"842",-122.08,37.59,"16","1816","365","1367","355",4.235,156300,NEAR BAY,5.11549295774648,0.200991189427313,3.85070422535211,Alameda,
"843",-122.07,37.59,"13","2578","551","1680","528",4.825,222000,NEAR BAY,4.88257575757576,0.213731574864236,3.18181818181818,Alameda,
"844",-122.08,37.58,"15","2576","418","1657","410",5.5218,254400,NEAR BAY,6.28292682926829,0.162267080745342,4.04146341463415,Alameda,
"845",-122.07,37.58,"16","1644","251","1033","267",6.5116,244300,NEAR BAY,6.15730337078652,0.152676399026764,3.8689138576779,Alameda,
"846",-122.07,37.58,"16","1606","240","1117","268",6.0661,247000,NEAR BAY,5.99253731343284,0.149439601494396,4.16791044776119,Alameda,
"847",-122.08,37.58,"16","3349","544","2003","488",6.0074,236500,NEAR BAY,6.86270491803279,0.16243654822335,4.10450819672131,Alameda,
"848",-122.07,37.59,"15","3475","686","2568","653",4.6211,151400,NEAR BAY,5.32159264931087,0.197410071942446,3.93261868300153,Alameda,
"849",-122.07,37.58,"16","1893","338","1461","344",5.225,213700,NEAR BAY,5.50290697674419,0.178552562070787,4.24709302325581,Alameda,
"850",-122.04,37.59,"14","1727","302","1116","273",5.3428,243600,NEAR BAY,6.32600732600733,0.17486971627099,4.08791208791209,Alameda,
"851",-122.05,37.59,"15","6243","1273","3163","1274",3.7462,212500,NEAR BAY,4.90031397174254,0.203908377382669,2.48273155416013,Alameda,
"852",-122.03,37.6,"24","2077","383","1488","389",4.5721,214700,NEAR BAY,5.33933161953728,0.184400577756379,3.82519280205656,Alameda,
"853",-122.02,37.59,"18","1165","333","855","319",3.6923,213200,NEAR BAY,3.65203761755486,0.285836909871245,2.68025078369906,Alameda,
"854",-122.03,37.59,"16","4371","889","2530","817",4.6786,256000,NEAR BAY,5.3500611995104,0.203385952871197,3.09669522643819,Alameda,
"855",-122.01,37.59,"2","838","295","240","149",2.875,237500,NEAR BAY,5.6241610738255,0.352028639618138,1.61073825503356,Alameda,
"856",-122.02,37.58,"15","3052","760","2097","728",3.3617,178100,NEAR BAY,4.19230769230769,0.249017038007864,2.88049450549451,Alameda,
"857",-122.01,37.58,"17","4313","717","2629","721",5.7579,231800,NEAR BAY,5.98196948682386,0.166241595177371,3.64632454923717,Alameda,
"858",-122.09,37.6,"36","385","94","295","92",2.9706,147900,NEAR BAY,4.18478260869565,0.244155844155844,3.20652173913043,Alameda,
"859",-122.08,37.6,"10","3046","678","2056","628",3.9022,191700,NEAR BAY,4.85031847133758,0.222586999343401,3.27388535031847,Alameda,
"860",-121.97,37.57,"21","4342","783","2172","789",4.6146,247600,<1H OCEAN,5.50316856780735,0.180331644403501,2.75285171102662,Alameda,
"861",-121.96,37.58,"15","3575","597","1777","559",5.7192,283500,<1H OCEAN,6.3953488372093,0.166993006993007,3.1788908765653,Alameda,
"862",-121.98,37.58,"20","4126","1031","2079","975",3.6832,216900,<1H OCEAN,4.23179487179487,0.249878817256423,2.13230769230769,Alameda,
"863",-121.99,37.58,"31","2878","478","1276","485",6.2073,282500,<1H OCEAN,5.9340206185567,0.166087560806115,2.63092783505155,Alameda,
"864",-122,37.58,"6","4405","717","2071","688",5.8151,295600,<1H OCEAN,6.40261627906977,0.162769580022701,3.01017441860465,Alameda,
"865",-122.01,37.57,"14","16199","2993","8117","2847",5.8322,281800,NEAR BAY,5.68984896382157,0.184764491635286,2.8510713031261,Alameda,
"866",-122.04,37.58,"14","14917","2708","8012","2606",5.6277,269800,NEAR BAY,5.72409823484267,0.181537842729771,3.07444359171143,Alameda,
"867",-122.04,37.57,"12","5719","1064","3436","1057",5.2879,231200,NEAR BAY,5.41059602649007,0.186046511627907,3.25070955534532,Alameda,
"868",-122.07,37.57,"8","8647","1407","5019","1379",6.5615,318300,NEAR BAY,6.27048585931835,0.162715392621719,3.63959390862944,Alameda,
"869",-122.06,37.58,"15","8112","1376","4576","1348",5.6758,253400,NEAR BAY,6.01780415430267,0.169625246548323,3.3946587537092,Alameda,
"870",-122.05,37.57,"7","10648","1818","6075","1797",6.1047,278200,NEAR BAY,5.92543127434613,0.170736288504884,3.38063439065108,Alameda,
"871",-121.93,37.49,"5","1150","311","648","245",3.5714,300000,<1H OCEAN,4.69387755102041,0.270434782608696,2.64489795918367,Alameda,
"873",-122.02,37.56,"23","4332","857","2461","829",4.3594,223400,NEAR BAY,5.22557297949337,0.197830101569714,2.9686369119421,Alameda,
"874",-122.02,37.56,"35","1716","312","914","316",5.5737,214500,NEAR BAY,5.43037974683544,0.181818181818182,2.89240506329114,Alameda,
"875",-122.03,37.56,"31","4981","964","2841","924",4.8962,220200,NEAR BAY,5.39069264069264,0.193535434651676,3.07467532467532,Alameda,
"876",-122.03,37.56,"24","8444","1492","4446","1491",4.6978,240300,NEAR BAY,5.66331321260899,0.176693510184747,2.98189134808853,Alameda,
"877",-122.01,37.56,"6","3028","778","1531","736",4.4259,158000,NEAR BAY,4.11413043478261,0.256935270805812,2.08016304347826,Alameda,
"878",-122.01,37.55,"26","2068","532","1434","495",3.3008,224200,NEAR BAY,4.17777777777778,0.257253384912959,2.8969696969697,Alameda,
"879",-122.02,37.55,"33","1325","274","909","267",4.5687,177200,NEAR BAY,4.9625468164794,0.206792452830189,3.40449438202247,Alameda,
"880",-122.01,37.56,"24","2563","485","1174","501",3.8179,216100,NEAR BAY,5.11576846307385,0.18923136948888,2.34331337325349,Alameda,
"881",-121.99,37.56,"18","5505","1005","2641","971",5,269700,<1H OCEAN,5.66941297631308,0.182561307901907,2.71987641606591,Alameda,
"882",-121.99,37.56,"20","6462","1294","3288","1235",4.3393,231200,<1H OCEAN,5.23238866396761,0.200247601361807,2.66234817813765,Alameda,
"883",-121.96,37.55,"4","3746","993","1606","838",4.1387,162500,<1H OCEAN,4.47016706443914,0.265082754938601,1.91646778042959,Alameda,
"884",-121.97,37.56,"13","8918","1823","4518","1772",4.8052,254000,<1H OCEAN,5.03273137697517,0.204418030948643,2.54966139954853,Alameda,
"885",-121.97,37.54,"31","1949","344","986","322",4.6349,196200,<1H OCEAN,6.0527950310559,0.176500769625449,3.06211180124224,Alameda,
"886",-121.97,37.55,"17","4924","1247","3080","1182",3.168,189400,<1H OCEAN,4.165820642978,0.253249390739236,2.60575296108291,Alameda,
"887",-121.98,37.54,"17","5133","1375","3386","1339",3.1326,220800,<1H OCEAN,3.83345780433159,0.267874537307617,2.52875280059746,Alameda,
"888",-121.99,37.55,"16","6647","2098","4649","1903",2.9074,213800,<1H OCEAN,3.49290593799264,0.31563111177975,2.44298476090384,Alameda,
"889",-121.94,37.56,"15","5674","748","2412","714",8.3996,442900,<1H OCEAN,7.94677871148459,0.131829397250617,3.3781512605042,Alameda,
"890",-121.95,37.55,"21","10687","1540","4552","1520",6.6478,333400,<1H OCEAN,7.03092105263158,0.144100308786376,2.99473684210526,Alameda,
"891",-121.93,37.54,"25","1354","192","596","220",6.629,352400,<1H OCEAN,6.15454545454545,0.141802067946824,2.70909090909091,Alameda,
"892",-121.94,37.54,"27","3715","526","1631","538",6.2179,305300,<1H OCEAN,6.90520446096654,0.141588156123822,3.03159851301115,Alameda,
"893",-121.94,37.53,"33","2095","342","941","304",5.761,259600,<1H OCEAN,6.89144736842105,0.163245823389021,3.09539473684211,Alameda,
"894",-121.95,37.54,"29","3517","645","1724","585",4.6641,248900,<1H OCEAN,6.01196581196581,0.183394938868354,2.94700854700855,Alameda,
"895",-121.94,37.54,"31","2537","382","1067","410",6.7599,356000,<1H OCEAN,6.18780487804878,0.150571541190382,2.60243902439024,Alameda,
"896",-121.96,37.54,"14","5106","1207","2738","1108",3.9909,236000,<1H OCEAN,4.60830324909747,0.236388562475519,2.47111913357401,Alameda,
"897",-121.96,37.53,"23","2215","475","1278","492",4.2955,218800,<1H OCEAN,4.5020325203252,0.214446952595937,2.59756097560976,Alameda,
"898",-121.96,37.53,"28","2949","529","1538","545",4.9615,228000,<1H OCEAN,5.41100917431193,0.179382841641234,2.82201834862385,Alameda,
"899",-121.96,37.53,"18","2375","652","1252","586",2.6198,235900,<1H OCEAN,4.05290102389078,0.274526315789474,2.13651877133106,Alameda,
"900",-121.97,37.54,"28","2312","496","1344","467",4.7135,203200,<1H OCEAN,4.95074946466809,0.214532871972318,2.8779443254818,Alameda,
"901",-121.97,37.53,"35","2277","420","1353","413",4.75,197000,<1H OCEAN,5.51331719128329,0.184453227931489,3.27602905569007,Alameda,
"902",-121.97,37.53,"26","2506","387","1273","406",5.4299,236400,<1H OCEAN,6.17241379310345,0.154429369513168,3.13546798029557,Alameda,
"903",-121.98,37.53,"28","2829","566","1610","540",4.6,223200,<1H OCEAN,5.23888888888889,0.200070696359138,2.98148148148148,Alameda,
"904",-121.98,37.53,"26","3179","703","2142","639",4.1947,222700,<1H OCEAN,4.97496087636933,0.221138722868827,3.35211267605634,Alameda,
"905",-121.99,37.54,"26","2332","371","1285","404",5.388,225000,<1H OCEAN,5.77227722772277,0.159090909090909,3.18069306930693,Alameda,
"906",-121.99,37.54,"18","3584","715","1673","661",3.9444,240100,<1H OCEAN,5.42208774583964,0.199497767857143,2.53101361573374,Alameda,
